"","CLNT_ID","CLNT_AGE","CLNT_GENDER"
"21336",2287749,20,"M"
"21422",2473384,20,"M"
"21737",2515004,20,"M"
"21863",2425158,20,"M"
"22110",2636607,20,"M"
"22143",2640362,20,"M"
"22568",4237884,20,"M"
"22763",714432,20,"M"
"22777",2013790,20,"M"
"22991",2112937,20,"M"
"23147",5634988,20,"M"
"23393",5749861,20,"M"
"23507",1580092,20,"M"
"23668",1600459,20,"M"
"23837",1690302,20,"M"
"23896",1695133,20,"M"
"23923",5344026,20,"M"
"24036",435350,20,"M"
"25638",407185,20,"M"
"25666",412268,20,"M"
"25761",511900,20,"M"
"26073",340747,20,"M"
"26093",345808,20,"M"
"26298",2286782,20,"M"
"26503",2376042,20,"M"
"26849",750042,20,"M"
"26923",952203,20,"M"
"27414",1073710,20,"M"
"27789",1743578,20,"M"
"27869",1007829,20,"M"
"27932",1125087,20,"M"
"28121",1148471,20,"M"
"28139",1157680,20,"M"
"28225",1159778,20,"M"
"28810",5950412,20,"M"
"29139",6064814,20,"M"
"29213",5981671,20,"M"
"29374",901387,20,"M"
"29861",1384567,20,"M"
"29876",1400358,20,"M"
"30273",2502696,20,"M"
"30478",1670580,20,"M"
"30496",1666589,20,"M"
"30550",1544223,20,"M"
"30672",4293023,20,"M"
"30868",4301674,20,"M"
"30931",4324536,20,"M"
"31082",4336050,20,"M"
"31438",4987391,20,"M"
"31591",2879637,20,"M"
"32138",1242874,20,"M"
"32140",1245965,20,"M"
"32592",2460615,20,"M"
"32594",2461105,20,"M"
"32707",1682811,20,"M"
"32799",1818242,20,"M"
"32803",1893818,20,"M"
"32829",2802510,20,"M"
"32990",2822463,20,"M"
"33022",2836874,20,"M"
"33424",1926582,20,"M"
"33518",1736660,20,"M"
"33620",1952681,20,"M"
"33973",6511499,20,"M"
"34073",6527663,20,"M"
"35672",2598019,20,"M"
"36633",1881339,20,"M"
"36767",1970238,20,"M"
"36768",1970573,20,"M"
"36861",1998542,20,"M"
"36948",2187768,20,"M"
"37180",2760515,20,"M"
"37605",1601589,20,"M"
"38213",3076723,20,"M"
"38238",3153114,20,"M"
"38282",2986568,20,"M"
"38359",3158014,20,"M"
"38892",6014779,20,"M"
"39404",1615188,20,"M"
"39630",1652525,20,"M"
"41291",2822516,20,"M"
"41459",3030916,20,"M"
"41466",2848178,20,"M"
"41499",2859743,20,"M"
"41834",2969197,20,"M"
"42028",3001672,20,"M"
"42436",6040516,20,"M"
"42460",6039206,20,"M"
"42571",2432322,20,"M"
"42923",2553906,20,"M"
"43014",2574423,20,"M"
"43246",2673391,20,"M"
"43345",4098316,20,"M"
"43834",3700422,20,"M"
"43847",3706555,20,"M"
"44131",2526540,20,"M"
"44285",3664950,20,"M"
"44605",3703466,20,"M"
"44636",3782623,20,"M"
"45487",3119987,20,"M"
"45979",3334057,20,"M"
"46169",3441716,20,"M"
"46336",3863175,20,"M"
"47128",4066742,20,"M"
"47243",4054995,20,"M"
"47278",4087648,20,"M"
"47724",2599349,20,"M"
"47807",2422856,20,"M"
"48367",49391,20,"M"
"48627",146968,20,"M"
"48686",233364,20,"M"
"49075",5037737,20,"M"
"49098",5116803,20,"M"
"49402",3289613,20,"M"
"49455",3358821,20,"M"
"49486",3433981,20,"M"
"49637",4947601,20,"M"
"49952",4444774,20,"M"
"50223",4525284,20,"M"
"50491",4162621,20,"M"
"50603",2115631,20,"M"
"50615",2124759,20,"M"
"50705",3450606,20,"M"
"50805",3417770,20,"M"
"52634",5083787,20,"M"
"52703",5034639,20,"M"
"52967",5192429,20,"M"
"54289",5409867,20,"M"
"54501",3177579,20,"M"
"54570",3366152,20,"M"
"55105",3496778,20,"M"
"55141",3572501,20,"M"
"56295",4213712,20,"M"
"56511",4238221,20,"M"
"56600",4272616,20,"M"
"56630",4287919,20,"M"
"56845",4347511,20,"M"
"56955",4318429,20,"M"
"57533",3188453,20,"M"
"57772",3123258,20,"M"
"57789",3131508,20,"M"
"57955",3229747,20,"M"
"58205",3343839,20,"M"
"58393",3284246,20,"M"
"58425",8,20,"M"
"58463",6179,20,"M"
"58689",5219996,20,"M"
"58830",5226682,20,"M"
"59367",5377181,20,"M"
"59515",4555155,20,"M"
"59521",4561491,20,"M"
"59691",4584168,20,"M"
"59855",4182412,20,"M"
"59935",4234903,20,"M"
"60182",4285575,20,"M"
"60235",4294877,20,"M"
"60751",447675,20,"M"
"61489",6281337,20,"M"
"61717",6377045,20,"M"
"61745",6381125,20,"M"
"61830",6486205,20,"M"
"61874",6490262,20,"M"
"63156",854125,20,"M"
"63194",859536,20,"M"
"63527",1084118,20,"M"
"63832",3901015,20,"M"
"64498",4052090,20,"M"
"64502",4046926,20,"M"
"65148",4696310,20,"M"
"65443",3809139,20,"M"
"65510",3828841,20,"M"
"65617",3829389,20,"M"
"65680",3837267,20,"M"
"65687",3849240,20,"M"
"65984",5474702,20,"M"
"66582",4430722,20,"M"
"66659",4488178,20,"M"
"66828",4512275,20,"M"
"67189",5623670,20,"M"
"68167",60642,20,"M"
"68568",180489,20,"M"
"68599",263869,20,"M"
"68653",270031,20,"M"
"68727",366771,20,"M"
"68782",284645,20,"M"
"69118",4586190,20,"M"
"69528",653627,20,"M"
"69670",666581,20,"M"
"69878",691291,20,"M"
"70131",607377,20,"M"
"70264",619335,20,"M"
"70322",709591,20,"M"
"70625",5326877,20,"M"
"70662",5329115,20,"M"
"70669",5253058,20,"M"
"70960",5363045,20,"M"
"70973",5371231,20,"M"
"71399",174399,20,"M"
"71499",267819,20,"M"
"72295",5909761,20,"M"
"72575",5843157,20,"M"
"72612",664540,20,"M"
"72677",689121,20,"M"
"72899",569541,20,"M"
"73035",799184,20,"M"
"73222",5288199,20,"M"
"73467",5390374,20,"M"
"73788",5707734,20,"M"
"73904",3465493,20,"M"
"74393",3485199,20,"M"
"74898",1848708,20,"M"
"75154",2064449,20,"M"
"75203",1871165,20,"M"
"75252",1886015,20,"M"
"76119",5850662,20,"M"
"76194",5918567,20,"M"
"76357",5872371,20,"M"
"76826",4946526,20,"M"
"77189",4921397,20,"M"
"77518",5870465,20,"M"
"77592",6027901,20,"M"
"77843",6547770,20,"M"
"78138",6060811,20,"M"
"78583",317699,20,"M"
"79211",5533406,20,"M"
"79376",5546798,20,"M"
"80094",2236316,20,"M"
"80164",2123348,20,"M"
"80374",2150876,20,"M"
"80477",2356214,20,"M"
"80759",3437756,20,"M"
"80901",2622229,20,"M"
"80944",2634328,20,"M"
"81034",2529993,20,"M"
"81059",2529744,20,"M"
"81722",834353,20,"M"
"81800",910962,20,"M"
"81825",990058,20,"M"
"82387",1231531,20,"M"
"82530",618348,20,"M"
"82612",2337388,20,"M"
"82634",2139778,20,"M"
"82756",2351638,20,"M"
"82763",2348890,20,"M"
"83117",6229632,20,"M"
"83138",6237824,20,"M"
"83190",6246745,20,"M"
"83392",202185,20,"M"
"83420",280716,20,"M"
"83496",208065,20,"M"
"84368",4485621,20,"M"
"85063",460711,20,"M"
"85352",6592145,20,"M"
"86088",4369407,20,"M"
"86145",4332317,20,"M"
"86679",4746032,20,"M"
"86882",4755782,20,"M"
"87103",4909553,20,"M"
"87273",4934893,20,"M"
"87326",4891066,20,"M"
"87652",6035196,20,"M"
"87857",6167537,20,"M"
"88125",6206764,20,"M"
"88269",6207222,20,"M"
"88387",6299501,20,"M"
"88487",6130212,20,"M"
"88494",6133546,20,"M"
"88719",526456,20,"M"
"88976",544689,20,"M"
"89042",835261,20,"M"
"89423",1054702,20,"M"
"89457",1070765,20,"M"
"89574",1076188,20,"M"
"89646",890698,20,"M"
"89725",1098668,20,"M"
"90165",1486424,20,"M"
"90203",1493409,20,"M"
"90242",1300496,20,"M"
"90686",2845219,20,"M"
"90848",2867531,20,"M"
"91139",1295849,20,"M"
"91341",2760823,20,"M"
"91862",6150409,20,"M"
"92198",740511,20,"M"
"92493",844471,20,"M"
"94043",1778929,20,"M"
"94382",467910,20,"M"
"94645",774021,20,"M"
"94728",779970,20,"M"
"94875",5753759,20,"M"
"95041",6118373,20,"M"
"96673",1361406,20,"M"
"97252",5973896,20,"M"
"97411",5991440,20,"M"
"98730",760033,20,"M"
"98860",970228,20,"M"
"99363",1105648,20,"M"
"99425",1118531,20,"M"
"99433",982994,20,"M"
"99493",1008745,20,"M"
"99550",1196514,20,"M"
"100031",1342014,20,"M"
"100105",1157355,20,"M"
"100173",1360309,20,"M"
"100180",1362298,20,"M"
"100185",1368258,20,"M"
"100535",1672355,20,"M"
"100619",1560972,20,"M"
"100641",1565796,20,"M"
"100714",5733792,20,"M"
"100883",826008,20,"M"
"101254",2807744,20,"M"
"101313",4400446,20,"M"
"101488",4492104,20,"M"
"102506",1272923,20,"M"
"102797",571410,20,"M"
"103038",605436,20,"M"
"103925",86769,20,"M"
"104086",94004,20,"M"
"104846",5456137,20,"M"
"105305",1869336,20,"M"
"105552",6087865,20,"M"
"105895",6444095,20,"M"
"106107",6387701,20,"M"
"106110",6389617,20,"M"
"106169",6471559,20,"M"
"106489",1490121,20,"M"
"107029",2601894,20,"M"
"107503",75160,20,"M"
"107667",482903,20,"M"
"109031",1224400,20,"M"
"109468",3477350,20,"M"
"109616",3488026,20,"M"
"109903",2385312,20,"M"
"110034",2519273,20,"M"
"110827",2073039,20,"M"
"111127",2528222,20,"M"
"111448",2933899,20,"M"
"111481",2838936,20,"M"
"111780",3100377,20,"M"
"112051",3119418,20,"M"
"112803",3568416,20,"M"
"113069",6480394,20,"M"
"113439",1722197,20,"M"
"113546",2196192,20,"M"
"113830",2029542,20,"M"
"114053",2132409,20,"M"
"114844",5748699,20,"M"
"114981",5155417,20,"M"
"115193",5710618,20,"M"
"115455",5887386,20,"M"
"115586",5823560,20,"M"
"115653",6489350,20,"M"
"115672",6494616,20,"M"
"115792",6590684,20,"M"
"115802",6585871,20,"M"
"115953",6434513,20,"M"
"115977",6345561,20,"M"
"116214",4589461,20,"M"
"116428",4615657,20,"M"
"116851",6438230,20,"M"
"116865",6445283,20,"M"
"116923",1783173,20,"M"
"117271",132243,20,"M"
"117601",245372,20,"M"
"117660",162146,20,"M"
"117774",265046,20,"M"
"117977",3380235,20,"M"
"118151",2328093,20,"M"
"118200",2129167,20,"M"
"118486",525045,20,"M"
"118588",317416,20,"M"
"118709",532767,20,"M"
"118922",557418,20,"M"
"119103",1724764,20,"M"
"119341",1956244,20,"M"
"119566",6520312,20,"M"
"120081",1420293,20,"M"
"120226",1637782,20,"M"
"120846",4065877,20,"M"
"121157",1969774,20,"M"
"121879",2781297,20,"M"
"122043",2873642,20,"M"
"122086",2876750,20,"M"
"122367",3759685,20,"M"
"123065",5365541,20,"M"
"123103",5305267,20,"M"
"123385",5477767,20,"M"
"123734",1511614,20,"M"
"123808",1527118,20,"M"
"124470",1675701,20,"M"
"125116",280787,20,"M"
"125128",357192,20,"M"
"125845",2049203,20,"M"
"125919",1856041,20,"M"
"125948",1862025,20,"M"
"126417",1807096,20,"M"
"126931",2217948,20,"M"
"127196",2117977,20,"M"
"127393",2147743,20,"M"
"127773",2655784,20,"M"
"127816",2737794,20,"M"
"127945",2748171,20,"M"
"128172",2781423,20,"M"
"128342",2877545,20,"M"
"128385",2698156,20,"M"
"128700",3191946,20,"M"
"129217",1757461,20,"M"
"129301",1577456,20,"M"
"129304",1581306,20,"M"
"129342",1591515,20,"M"
"129643",1695412,20,"M"
"129926",3752145,20,"M"
"129998",3786080,20,"M"
"130176",2852723,20,"M"
"130199",2867448,20,"M"
"130203",2863905,20,"M"
"130770",5168293,20,"M"
"130949",5262849,20,"M"
"131137",5290374,20,"M"
"131238",4569710,20,"M"
"131427",4645617,20,"M"
"131479",4653895,20,"M"
"131625",1617222,20,"M"
"131984",2547365,20,"M"
"132006",2642326,20,"M"
"132155",2574714,20,"M"
"132533",2789342,20,"M"
"132549",2785798,20,"M"
"133087",6463161,20,"M"
"133680",4946633,20,"M"
"134295",2368933,20,"M"
"134701",2499026,20,"M"
"134958",2423832,20,"M"
"135513",2274297,20,"M"
"136358",2867699,20,"M"
"137027",1977676,20,"M"
"137096",2101781,20,"M"
"137100",2172284,20,"M"
"137384",3922726,20,"M"
"137885",3991937,20,"M"
"137974",4041155,20,"M"
"138320",3295337,20,"M"
"138395",1640496,20,"M"
"138594",1465552,20,"M"
"138768",1550833,20,"M"
"138885",1765695,20,"M"
"138888",1768738,20,"M"
"139420",4456094,20,"M"
"139648",2950939,20,"M"
"139885",3079241,20,"M"
"140153",3281896,20,"M"
"140282",3387519,20,"M"
"140298",3392051,20,"M"
"140468",3413543,20,"M"
"140894",4615428,20,"M"
"141090",4706260,20,"M"
"141226",4724359,20,"M"
"142231",5051370,20,"M"
"142672",5106754,20,"M"
"142753",5125061,20,"M"
"143091",3820858,20,"M"
"143320",3386451,20,"M"
"143835",5202998,20,"M"
"144434",1148726,20,"M"
"144973",2288506,20,"M"
"145069",2490381,20,"M"
"145204",2392903,20,"M"
"145383",2424713,20,"M"
"145770",2816978,20,"M"
"145884",2820096,20,"M"
"146282",3621762,20,"M"
"146364",3891576,20,"M"
"147857",1128394,20,"M"
"148306",3662476,20,"M"
"148603",3841817,20,"M"
"148609",3839291,20,"M"
"148846",4178586,20,"M"
"148881",4531895,20,"M"
"149292",4602363,20,"M"
"149740",3316776,20,"M"
"149870",3246516,20,"M"
"150121",3290376,20,"M"
"150129",3362221,20,"M"
"150142",3560924,20,"M"
"150181",3643494,20,"M"
"150966",4111407,20,"M"
"151535",3727753,20,"M"
"151725",379166,20,"M"
"152302",546630,20,"M"
"152336",343395,20,"M"
"152438",622675,20,"M"
"152897",3478899,20,"M"
"152989",3503430,20,"M"
"153325",3539736,20,"M"
"153377",3600480,20,"M"
"153439",3545620,20,"M"
"153778",4765724,20,"M"
"154708",2379244,20,"M"
"154731",2455027,20,"M"
"154919",2478280,20,"M"
"155137",2399020,20,"M"
"155315",1791944,20,"M"
"155451",1688904,20,"M"
"155569",6576025,20,"M"
"155639",6588643,20,"M"
"155874",6533417,20,"M"
"155988",6550435,20,"M"
"156530",5762617,20,"M"
"156640",3517034,20,"M"
"156652",3517515,20,"M"
"156880",4966229,20,"M"
"157434",5402029,20,"M"
"157604",3831229,20,"M"
"157645",3840283,20,"M"
"157676",3878158,20,"M"
"157711",4159853,20,"M"
"157844",4209871,20,"M"
"157937",4215235,20,"M"
"158111",4235569,20,"M"
"158704",4328995,20,"M"
"158719",4353107,20,"M"
"158993",4664232,20,"M"
"159122",4675682,20,"M"
"160021",5503424,20,"M"
"160030",5506418,20,"M"
"160279",5453501,20,"M"
"160413",5616645,20,"M"
"160440",5541787,20,"M"
"160448",5543967,20,"M"
"161280",3318237,20,"M"
"161403",3232289,20,"M"
"161734",3350668,20,"M"
"161807",5191635,20,"M"
"161920",5141088,20,"M"
"161930",6190880,20,"M"
"162216",1107357,20,"M"
"162235",1120922,20,"M"
"162606",769253,20,"M"
"162849",1070976,20,"M"
"162935",878993,20,"M"
"163015",5929266,20,"M"
"164740",3825247,20,"M"
"165031",4895220,20,"M"
"165127",4950682,20,"M"
"165255",3471563,20,"M"
"165743",6147515,20,"M"
"165986",6246600,20,"M"
"166569",3717123,20,"M"
"166779",3755747,20,"M"
"166838",3699538,20,"M"
"167617",4298409,20,"M"
"167809",4319877,20,"M"
"167971",4414159,20,"M"
"168022",4672016,20,"M"
"168459",4748439,20,"M"
"168521",4801189,20,"M"
"168599",4835285,20,"M"
"168645",4806182,20,"M"
"169082",4598332,20,"M"
"169087",4599169,20,"M"
"169310",5699059,20,"M"
"169337",5709855,20,"M"
"169545",5730025,20,"M"
"169957",5031152,20,"M"
"170056",5034238,20,"M"
"172165",2845875,20,"M"
"172610",3155583,20,"M"
"173135",6011811,20,"M"
"173204",6088356,20,"M"
"173247",6167328,20,"M"
"173641",6076739,20,"M"
"173968",6184471,20,"M"
"174252",4129476,20,"M"
"174715",4297558,20,"M"
"174829",4305237,20,"M"
"175094",5287410,20,"M"
"175121",5295871,20,"M"
"175938",385368,20,"M"
"175940",385690,20,"M"
"176676",837862,20,"M"
"176724",721513,20,"M"
"177074",4787819,20,"M"
"177354",4843279,20,"M"
"177433",4823563,20,"M"
"178087",5010836,20,"M"
"178143",4904636,20,"M"
"178221",4863046,20,"M"
"178244",4873317,20,"M"
"179147",2548300,20,"M"
"179262",2750914,20,"M"
"179471",5109545,20,"M"
"179679",3290976,20,"M"
"179918",5243458,20,"M"
"180057",5263545,20,"M"
"180286",5301191,20,"M"
"180540",5692793,20,"M"
"180557",5688040,20,"M"
"181080",1931934,20,"M"
"181450",960613,20,"M"
"182142",3083361,20,"M"
"182145",3010030,20,"M"
"182417",3211784,20,"M"
"182456",3298336,20,"M"
"182583",3301399,20,"M"
"182643",3313856,20,"M"
"182745",4769345,20,"M"
"183278",4830322,20,"M"
"183740",5788157,20,"M"
"184928",5605109,20,"M"
"185192",5557004,20,"M"
"185731",5877058,20,"M"
"185762",5952485,20,"M"
"186073",5397466,20,"M"
"186273",1098309,20,"M"
"186278",1101046,20,"M"
"187416",5054344,20,"M"
"187437",5050053,20,"M"
"187688",5849870,20,"M"
"188404",6003166,20,"M"
"188838",2668461,20,"M"
"189046",2880529,20,"M"
"189082",1780113,20,"M"
"189131",1795412,20,"M"
"189291",1807014,20,"M"
"189528",3593861,20,"M"
"189557",3608086,20,"M"
"189570",3607089,20,"M"
"189685",3644718,20,"M"
"189911",3716446,20,"M"
"189974",3672484,20,"M"
"190214",5802805,20,"M"
"190224",5810036,20,"M"
"190332",5730843,20,"M"
"190707",5839926,20,"M"
"191007",2148019,20,"M"
"191061",2156860,20,"M"
"191152",5134072,20,"M"
"191340",5103966,20,"M"
"191493",2191008,20,"M"
"192260",129265,20,"M"
"192315",50071,20,"M"
"192394",56299,20,"M"
"193944",5926746,20,"M"
"194299",669854,20,"M"
"194412",565294,20,"M"
"194724",599877,20,"M"
"194835",810575,20,"M"
"195294",4888553,20,"M"
"195380",4957818,20,"M"
"195712",5438674,20,"M"
"195785",5536472,20,"M"
"196312",5585136,20,"M"
"196419",5669548,20,"M"
"196713",3257007,20,"M"
"197097",1579200,20,"M"
"197427",1288402,20,"M"
"198167",21087,20,"M"
"198208",100681,20,"M"
"198268",121445,20,"M"
"198421",116471,20,"M"
"198454",124871,20,"M"
"198514",52140,20,"M"
"198817",234187,20,"M"
"199064",637355,20,"M"
"199195",651296,20,"M"
"199239",666257,20,"M"
"199375",3735857,20,"M"
"199447",3754269,20,"M"
"199464",3705866,20,"M"
"199639",3793043,20,"M"
"199965",2387104,20,"M"
"200023",2398468,20,"M"
"200059",2508311,20,"M"
"200308",2417813,20,"M"
"201016",6455783,20,"M"
"201324",6385468,20,"M"
"201354",6475270,20,"M"
"201363",6473882,20,"M"
"201658",6585010,20,"M"
"201809",2344919,20,"M"
"201921",2259632,20,"M"
"202069",186747,20,"M"
"202233",2260117,20,"M"
"202410",2278293,20,"M"
"202642",2148394,20,"M"
"203176",4364126,20,"M"
"203495",6556657,20,"M"
"204045",5986675,20,"M"
"204450",6564052,20,"M"
"204626",6193544,20,"M"
"204766",4979715,20,"M"
"204791",4987165,20,"M"
"204890",4992922,20,"M"
"204929",5004855,20,"M"
"204969",5060784,20,"M"
"205294",3177760,20,"M"
"205311",3185251,20,"M"
"205593",3127947,20,"M"
"205820",3305686,20,"M"
"206299",980350,20,"M"
"206311",1058906,20,"M"
"206903",1475177,20,"M"
"207118",1298292,20,"M"
"207152",1303337,20,"M"
"207243",1439625,20,"M"
"207311",1644405,20,"M"
"207473",5108749,20,"M"
"207475",5108981,20,"M"
"207677",5414757,20,"M"
"208086",5521544,20,"M"
"208576",3446285,20,"M"
"208816",355609,20,"M"
"209169",498841,20,"M"
"209618",433765,20,"M"
"210606",1960095,20,"M"
"210681",1852800,20,"M"
"211288",4029836,20,"M"
"211448",6456443,20,"M"
"211690",3380102,20,"M"
"211964",3477435,20,"M"
"212782",4700480,20,"M"
"213094",4785380,20,"M"
"213446",4825818,20,"M"
"213998",6103782,20,"M"
"214128",6212770,20,"M"
"214690",6507461,20,"M"
"215119",6254762,20,"M"
"215811",2958454,20,"M"
"215944",2976736,20,"M"
"216432",4179787,20,"M"
"217151",1778992,20,"M"
"217347",1801770,20,"M"
"217612",1974053,20,"M"
"217702",2004010,20,"M"
"217850",1321275,20,"M"
"217992",3397006,20,"M"
"218576",3546807,20,"M"
"218635",3826310,20,"M"
"218652",3829391,20,"M"
"218829",3925399,20,"M"
"219179",4884280,20,"M"
"219221",6188105,20,"M"
"219290",6115465,20,"M"
"219655",782438,20,"M"
"219970",705574,20,"M"
"220484",1230843,20,"M"
"220586",1228858,20,"M"
"220883",4333469,20,"M"
"220932",4386186,20,"M"
"221252",4464395,20,"M"
"221453",4528174,20,"M"
"221627",4548424,20,"M"
"221633",4542188,20,"M"
"222271",2328675,20,"M"
"222491",2357983,20,"M"
"222551",2527645,20,"M"
"223740",6478735,20,"M"
"224322",6527429,20,"M"
"224492",5656555,20,"M"
"224607",5593060,20,"M"
"225034",1435158,20,"M"
"225211",1728129,20,"M"
"225741",1586943,20,"M"
"225794",1792085,20,"M"
"226004",6020420,20,"M"
"226169",5953461,20,"M"
"226264",6052412,20,"M"
"226897",6266630,20,"M"
"227228",5576270,20,"M"
"227413",1534391,20,"M"
"227509",1622714,20,"M"
"227621",1703956,20,"M"
"227885",1939210,20,"M"
"228235",1856720,20,"M"
"228464",1238403,20,"M"
"228840",6139924,20,"M"
"228957",6308429,20,"M"
"228981",6304170,20,"M"
"228995",6314486,20,"M"
"230778",482392,20,"M"
"231323",5127684,20,"M"
"231604",5219587,20,"M"
"231928",5278417,20,"M"
"231995",5342344,20,"M"
"232088",5300042,20,"M"
"232102",5301954,20,"M"
"232912",3135190,20,"M"
"233499",4657163,20,"M"
"233683",4690994,20,"M"
"234224",405254,20,"M"
"234235",409751,20,"M"
"234501",526931,20,"M"
"234853",1444604,20,"M"
"234885",1455965,20,"M"
"235041",1466993,20,"M"
"235204",456993,20,"M"
"235414",2180768,20,"M"
"235722",2217474,20,"M"
"236020",1748777,20,"M"
"236572",2078000,20,"M"
"236610",5594334,20,"M"
"236810",4639531,20,"M"
"237245",5783709,20,"M"
"237596",5894478,20,"M"
"238182",3804902,20,"M"
"238623",3043565,20,"M"
"239080",3169918,20,"M"
"239193",4973678,20,"M"
"239870",6243023,20,"M"
"240061",1084400,20,"M"
"240869",2673603,20,"M"
"240906",2686361,20,"M"
"240928",2692996,20,"M"
"241120",2895665,20,"M"
"241518",1153443,20,"M"
"241778",3455127,20,"M"
"241975",1505753,20,"M"
"242019",1516038,20,"M"
"242171",1536790,20,"M"
"242248",1424190,20,"M"
"242281",1433367,20,"M"
"242315",1622423,20,"M"
"242409",2445981,20,"M"
"242568",2658992,20,"M"
"242585",2523723,20,"M"
"242696",2732502,20,"M"
"243260",2370798,20,"M"
"243664",6220479,20,"M"
"244713",662888,20,"M"
"244843",490829,20,"M"
"244894",571144,20,"M"
"245817",1026303,20,"M"
"246522",615027,20,"M"
"246529",617836,20,"M"
"246531",620833,20,"M"
"246683",2815494,20,"M"
"247598",6411692,20,"M"
"248727",5011769,20,"M"
"248998",5037499,20,"M"
"249660",3318447,20,"M"
"249714",3324623,20,"M"
"250077",25064,20,"M"
"251017",1393269,20,"M"
"251675",3588856,20,"M"
"252165",2526002,20,"M"
"252362",3634908,20,"M"
"252458",3714360,20,"M"
"253147",1995073,20,"M"
"253579",2238204,20,"M"
"253692",1952895,20,"M"
"253930",4365665,20,"M"
"253971",4384423,20,"M"
"254206",5433305,20,"M"
"254736",5167261,20,"M"
"254985",5803530,20,"M"
"256863",4804132,20,"M"
"256872",4800949,20,"M"
"257411",5585787,20,"M"
"257502",5752055,20,"M"
"257864",862687,20,"M"
"258772",2963019,20,"M"
"259324",3266950,20,"M"
"259705",4458235,20,"M"
"260203",3978362,20,"M"
"260422",4039288,20,"M"
"260662",3321078,20,"M"
"260743",3243608,20,"M"
"261439",4176724,20,"M"
"262250",6005276,20,"M"
"262610",6194187,20,"M"
"262818",6307982,20,"M"
"262952",6244465,20,"M"
"263535",2081628,20,"M"
"263619",1974969,20,"M"
"264271",4028231,20,"M"
"264369",2411524,20,"M"
"264464",2613407,20,"M"
"264522",5820325,20,"M"
"264544",5826824,20,"M"
"265331",4545460,20,"M"
"265426",4543783,20,"M"
"265951",1318883,20,"M"
"265990",4794074,20,"M"
"266381",2418454,20,"M"
"266515",2616349,20,"M"
"266539",2433827,20,"M"
"267628",5949774,20,"M"
"267758",6371680,20,"M"
"268013",6483343,20,"M"
"268211",6503293,20,"M"
"268440",6518226,20,"M"
"268620",2717396,20,"M"
"268715",2998368,20,"M"
"269240",3138208,20,"M"
"269569",4256960,20,"M"
"269652",4296496,20,"M"
"269832",4091569,20,"M"
"269932",4058031,20,"M"
"269970",4142404,20,"M"
"270381",581483,20,"M"
"270516",603238,20,"M"
"271182",6131736,20,"M"
"271354",6147048,20,"M"
"271369",6147245,20,"M"
"271633",6244314,20,"M"
"271695",6334232,20,"M"
"272067",3337885,20,"M"
"272247",4954702,20,"M"
"272568",6360409,20,"M"
"272739",6442728,20,"M"
"273210",40021,20,"M"
"273223",44594,20,"M"
"273485",220087,20,"M"
"273525",68842,20,"M"
"273943",2628164,20,"M"
"273950",2631164,20,"M"
"274426",5252783,20,"M"
"274517",5329939,20,"M"
"275347",4724913,20,"M"
"275892",877238,20,"M"
"275944",1072725,20,"M"
"276016",888471,20,"M"
"276192",2013732,20,"M"
"276249",2188970,20,"M"
"276370",2102861,20,"M"
"276745",4003692,20,"M"
"277676",2686232,20,"M"
"278163",4913346,20,"M"
"278455",4942923,20,"M"
"278614",5258696,20,"M"
"278884",5345704,20,"M"
"279141",4319992,20,"M"
"279205",4032057,20,"M"
"279574",4111990,20,"M"
"280306",3508252,20,"M"
"280903",1257846,20,"M"
"280924",1260258,20,"M"
"281123",1628479,20,"M"
"281178",1643829,20,"M"
"281220",1458966,20,"M"
"281255",1468594,20,"M"
"281278",1641511,20,"M"
"281370",1549480,20,"M"
"281566",1776195,20,"M"
"281586",1566162,20,"M"
"281650",1588202,20,"M"
"281776",1593319,20,"M"
"281884",5062400,20,"M"
"282470",5211364,20,"M"
"282659",6281412,20,"M"
"282879",4673628,20,"M"
"283282",647043,20,"M"
"283317",656398,20,"M"
"283469",184131,20,"M"
"283716",366843,20,"M"
"284129",314561,20,"M"
"284175",330644,20,"M"
"284349",351112,20,"M"
"284395",430709,20,"M"
"284508",4270767,20,"M"
"284637",4349316,20,"M"
"284825",4376925,20,"M"
"285358",6144738,20,"M"
"285807",2116459,20,"M"
"285864",2237234,20,"M"
"286051",1186634,20,"M"
"286204",1273563,20,"M"
"286394",1291871,20,"M"
"286869",1530834,20,"M"
"288276",4797365,20,"M"
"288952",487513,20,"M"
"288967",488861,20,"M"
"289188",593228,20,"M"
"289245",792674,20,"M"
"289367",800490,20,"M"
"289406",805206,20,"M"
"289453",618505,20,"M"
"289743",917780,20,"M"
"289852",3545114,20,"M"
"290043",213834,20,"M"
"290287",249112,20,"M"
"290493",182198,20,"M"
"291047",519162,20,"M"
"291061",519761,20,"M"
"291202",1606805,20,"M"
"291374",1726186,20,"M"
"292353",2375872,20,"M"
"292557",4786572,20,"M"
"292764",5318398,20,"M"
"293214",5798222,20,"M"
"293833",837351,20,"M"
"293898",714496,20,"M"
"294358",2893860,20,"M"
"294623",3092452,20,"M"
"294822",3127200,20,"M"
"294979",3145005,20,"M"
"295322",4528574,20,"M"
"295836",4942952,20,"M"
"295876",4947150,20,"M"
"296174",14178,20,"M"
"296517",2734862,20,"M"
"296719",1898690,20,"M"
"297147",2857904,20,"M"
"297212",2871717,20,"M"
"297439",3050268,20,"M"
"297480",3055154,20,"M"
"297620",2991408,20,"M"
