"","CLNT_ID","SESS_ID","KWD_NM","SEARCH_CNT"
"1760112",4206574,4245831,"여성휘트니스복",2
"1760113",4206574,10366592,"시슬리",1
"1760114",4206574,8008785,"골프 원피스",1
"1760115",4206574,4553124,"티렌",1
"1760116",4206574,6952853,"시슬리팬츠",1
"1760117",4206574,1989400,"르꼬끄반바지",1
"1760118",4206574,7178940,"시스루원피스",1
"1760119",4206574,8310724,"세컨스킨 레깅스",1
"1760120",4206574,4453436,"쉬즈미스원피스",1
"1760121",4206574,5937065,"쉬폰원피스",1
"1760122",4206574,4245831,"롱티셔츠",1
"1760123",4206574,8731156,"파운데이션 팩트",1
"1760124",4206574,6076543,"쥬시쥬디 티셔츠",1
"1760125",4206574,6076543,"퍼프소매티셔츠",1
"1760126",4206574,4553124,"디데무",1
"1760127",4206574,7252999,"리스트 원피스",1
"1760128",4206574,7360031,"시슬리",1
"1760129",4206574,5413835,"밀짚 가방",1
"1760130",4206574,7165347,"세컨플로어",1
"1760131",4206574,4553124,"룸나인",1
"1760132",4206574,4553124,"캡나시",1
"1760133",4206574,7530474,"여성 반팔 티셔츠",1
"1760134",4206574,2174179,"아이잗바바",1
"1760135",4206574,10132357,"아이잗바바",1
"1760136",4206574,7360031,"오즈세컨",1
"1760137",4206574,7360031,"화이트 티셔츠 여성",1
"1760138",4206574,4553124,"시슬리티셔츠",1
"1760139",4206574,1955501,"잇미샤",2
"1760140",4206574,8008785,"골프 치마",1
"1760141",4206574,6076543,"쥬시쥬디",2
"1760142",4206574,4553124,"데미안",1
"1760143",4206574,10132357,"민소매셔츠",1
"1760144",4206574,7165347,"하이웨스트 반바지",1
"1760145",4206574,5994181,"쉬폰원피스",1
"1760146",4206574,8008785,"골프 이너웨어",1
"1760147",4206574,6076543,"데미안",1
"1761160",4973189,4634056,"더블웨어 파운데이션",1
"1761161",4973189,9487139,"맥 아이브로우",1
"1761162",4973189,5815203,"닥터자르트 펩타이딘",2
"1761163",4973189,3239820,"맥 브로우",1
"1761164",4973189,4634056,"프리메라 맨",1
"1761588",43702,10835312,"micro sd 128",2
"1762806",5895349,2640034,"빈폴레이디스 셔츠",2
"1762807",5895349,2640034,"빈폴레이디스",2
"1763154",5031152,10958768,"전자레인지",1
"1763155",5031152,10789438,"이케아 소파베드",1
"1763156",5031152,9747344,"아메리칸투어리스트캐리어",1
"1763157",5031152,9747344,"캐리어 24인치",1
"1763158",5031152,10789438,"소파베드",1
"1763159",5031152,10789438,"쇼파베드",1
"1763160",5031152,10789438,"좌식쇼파",3
"1763161",5031152,10958768,"공간박스수납장",1
"1763162",5031152,10958768,"테팔 무선주전자",1
"1763402",5891304,1759848,"뉴발란스키즈",1
"1763403",5891304,1759848,"빅토리아슈즈",1
"1763404",5891304,1759848,"아디다스키즈 트레이닝",1
"1763405",5891304,1759848,"뉴발란스키즈 트레이닝",1
"1763406",5891304,1759848,"나이키키즈 트레이닝",1
"1764131",2092873,4955544,"나이키 보메로 13",7
"1764132",2092873,4955544,"에어팟",4
"1764133",2092873,7531688,"뉴발란스 608",19
"1764134",2092873,4955544,"크리스크리스티 티셔츠",1
"1764135",2092873,4955544,"상품권",1
"1764647",3801000,3248444,"데일리슈",1
"1766363",3129430,4508003,"mlb민소매",2
"1766364",3129430,4367443,"나이키탄준샌들",11
"1766911",4713945,6120948,"나이키 런",1
"1767879",2049521,6694091,"나이키 가방",1
"1767880",2049521,6030290,"블랙야크 모자",1
"1767881",2049521,6694091,"가르시니아",1
"1767882",2049521,6030290,"codes combine",1
"1767883",2049521,6030290,"나이키 티셔츠",1
"1767884",2049521,6030290,"여름이불",1
"1767885",2049521,6030290,"반트",1
"1767886",2049521,6694091,"나이키 신발",1
"1767887",2049521,6030290,"블랙야크 여성 티셔츠",1
"1767888",2049521,6694091,"나이키 티셔츠",1
"1768066",2013790,8783397,"속치마",1
"1768067",2013790,8783397,"체리코코",4
"1769739",1376890,2807554,"코렐컵",1
"1769740",1376890,2807554,"코렐세트",1
"1770192",691191,9222860,"에트로가방",2
"1770465",713157,6194101,"질스튜어트 우양산",3
"1770466",713157,6194101,"질스튜어트 양산",1
"1770847",5069661,2686757,"그늘막텐트",6
"1770848",5069661,3404938,"아레나 여성수영복",3
"1770849",5069661,8811385,"빈폴 원피스",3
"1770850",5069661,6304492,"오즈키즈 샌들",1
"1770851",5069661,8960181,"주방놀이 소품",5
"1770852",5069661,2798320,"써스데이아일랜드원피스",2
"1770853",5069661,5873566,"오즈키즈 샌들",4
"1770854",5069661,4761166,"튼살크림",1
"1770855",5069661,3404938,"stl여성수영복",7
"1770856",5069661,2120580,"여성 실내수영복",6
"1770857",5069661,3404938,"나이키 수영복",1
"1770858",5069661,3404938,"아레나 선수용",18
"1770859",5069661,2686757,"팝업텐트",6
"1770860",5069661,2972686,"레이스 가디건",1
"1770861",5069661,2686757,"캠핑매트",1
"1771130",2826120,3449116,"슬리퍼",4
"1771131",2826120,9117977,"톰브라운 지갑",5
"1771132",2826120,3449116,"미니선풍기",2
"1771133",2826120,9117977,"구찌 지갑",9
"1771134",2826120,9117977,"톰브라운",2
"1771135",2826120,9117977,"남자 구찌 지갑",1
"1771136",2826120,3449116,"아디다스 슬리퍼",4
"1771137",2826120,3449116,"선풍기",17
"1771340",2796505,7777716,"베네통키즈 원피스",1
"1771341",2796505,7777716,"베네통키즈 티셔츠",1
"1772852",4481004,250874,"미니크로스백",1
"1773089",4561727,4392916,"지오다노",7
"1773090",4561727,4392916,"지오다노 라이트웨이트",6
"1776542",1424190,7010860,"릴헤븐 손수건",1
"1776543",1424190,9972409,"지오다노 셔츠",1
"1776544",1424190,9972409,"지오다노",1
"1776873",3624179,10380463,"생수",1
"1776874",3624179,6462038,"생수",1
"1777035",4294643,5495457,"왕자행거",2
"1777036",4294643,1191058,"뉴발란스 여성 운동화",8
"1777037",4294643,1363689,"케즈",18
"1777038",4294643,1191058,"휠라 운동화",1
"1777039",4294643,1191058,"뉴발란스 여성",1
"1777040",4294643,7947724,"스톤헨지",3
"1777041",4294643,1191058,"휠라 운동화 여성",4
"1777042",4294643,7947724,"에르게",1
"1777043",4294643,1191058,"휠라",1
"1777044",4294643,1191058,"여성 운동화",14
"1777045",4294643,7947724,"귀걸이",1
"1777398",2176132,10829934,"여성 가방",1
"1777399",2176132,10829934,"남성 패딩",1
"1777400",2176132,5406224,"빈폴남성",1
"1778057",3171656,5616258,"뉴발란스 샌들",1
"1778058",3171656,5616258,"뉴발란스 엔클레이",1
"1778282",5054810,4870009,"아디다스 탱크",1
"1778283",5054810,5000930,"남성 골프바지",2
"1778284",5054810,9110352,"햇반컵반",1
"1778285",5054810,5000930,"스튜디오화이트",1
"1778286",5054810,6693645,"에터미",1
"1778287",5054810,9110352,"아디다스 남성팬티",1
"1778288",5054810,4870009,"아디다스 요가",1
"1778289",5054810,6693645,"농구나시",1
"1778290",5054810,6693645,"농구복",1
"1778291",5054810,6693645,"애터미",1
"1778292",5054810,6693645,"코오롱스포츠다운",1
"1778293",5054810,10738372,"더페이스샵",1
"1778294",5054810,6693645,"루즈핏 래쉬가드",1
"1778295",5054810,3678014,"푸마 반바지",1
"1778296",5054810,9110352,"숨 워터풀",1
"1778297",5054810,10738372,"더페이스샵 비비크림",1
"1780670",1433367,8409673,"넥타이",1
"1782618",3650403,6693974,"정관장 에브리타임",1
"1782619",3650403,6693974,"정관장 마일드",1
"1782620",3650415,4735055,"생수",1
"1782621",3650415,7654397,"게스티셔츠",1
"1783510",5913473,369689,"슈에무라 뷰러",1
"1783511",5913473,369689,"베네피트 브로우",1
"1783512",5913473,423935,"에코리즈",1
"1784249",1204697,1505378,"햄퍼",1
"1784250",1204697,1505378,"화장대의자",2
"1784765",1733905,5416741,"플루크",7
"1785013",2104258,1526328,"핸드폰거치대",1
"1785537",1501003,4721411,"여자블로퍼",1
"1785538",1501003,4721411,"여자슬립온",5
"1785539",1501003,4721411,"나이키 반팔",1
"1786699",5288985,7231535,"유아크록스",1
"1786704",5289404,5182486,"꼬망스",1
"1786705",5289404,5182486,"꼬망스반바지",1
"1786921",4713945,5699237,"브라팬티세트",1
"1786922",4713945,10682716,"미아방지가방",1
"1786923",4713945,6120948,"나이키 반팔 여성",1
"1786924",4713945,6120948,"스포츠물병",1
"1786925",4713945,10214153,"케즈",1
"1786926",4713945,5699237,"미쏘시크릿",1
"1787707",1275017,3552588,"아이스크림케이크",1
"1787719",1334852,2713496,"팬티스타킹",1
"1787835",1333937,5203133,"m2k",13
"1787871",1340176,7409048,"샤넬",2
"1787872",1340176,7409048,"une",1
"1788167",570562,9936580,"제이핑크",1
"1788168",570562,3481070,"풋커버",1
"1788169",570562,7346393,"기본티",1
"1788170",570562,7346393,"스트로우",1
"1788171",570562,7811738,"대야걸이",1
"1788172",570562,7346393,"엘포인트백만점",1
"1788173",570562,3481070,"여성 덧신",1
"1788174",570562,4134717,"단추원피스",1
"1788175",570562,3481070,"발가락양말",1
"1788176",570562,4134717,"랩원피스",1
"1788177",570562,1968835,"백산수",1
"1788957",3976200,4755219,"지오다노 카라티",1
"1789140",2103422,4007246,"첨이첨이 팬티",1
"1789141",2103422,4007246,"첨이첨이주니어팬티",1
"1789762",1542618,5933539,"여성청결제",1
"1789763",1542618,8523283,"에네루프",2
"1789764",1542618,7275856,"한국금거래소",2
"1789765",1542618,2978229,"아이클레이",2
"1789766",1542618,7275856,"샤오미",1
"1789767",1542618,6948561,"한국금거래소",1
"1789768",1542618,10078887,"에네루프",2
"1789769",1542618,7275856,"샤오미 청소기",1
"1789770",1542618,7275856,"리스테린",3
"1789771",1542618,10592812,"한국금거래소",2
"1792355",692942,8031701,"아디다스 포타스윔",3
"1792356",692942,7795579,"버켄스탁 슬리퍼",1
"1792357",692942,7795579,"버켄스탁",2
"1792358",692942,7795579,"버켄스탁 키즈",5
"1792359",692942,8150736,"아디다스 포타스윔",5
"1792360",692942,8322062,"6인용식탁",9
"1793808",891472,8709482,"유니클로",1
"1793809",891472,9384738,"고세",1
"1793810",891472,9384738,"고세구두",1
"1793811",891472,9384738,"오픈토슈즈",1
"1793812",891472,9384738,"여성로퍼",1
"1793813",891472,9384738,"블랙마틴싯봉",1
"1793814",891472,9384738,"세라여성구두 로퍼",1
"1793815",891472,9384738,"세라",2
"1794237",604098,7922188,"파우더팩트",1
"1794238",604098,6621848,"바디스크럽",2
"1794239",604098,7922188,"스마트픽",1
"1794240",604098,7922188,"VT팩트",1
"1794241",604098,6621848,"여성잠옷세트",1
"1794516",675009,2720548,"스파이더",1
"1794517",675009,2720548,"언더티",2
"1794518",675009,2720548,"언더레이어",1
"1794519",675009,2720548,"테크핏",1
"1794520",675009,2720548,"스파이더가방",1
"1794521",675009,2720548,"스파이더반바지",1
"1794522",675009,2720548,"미즈노",1
"1794727",1896994,4363598,"오랄비 치실",1
"1794728",1896994,2744164,"보온병",7
"1794729",1896994,4721618,"애프터쉐이브",1
"1794730",1896994,4721618,"손톱깎이",2
"1794731",1896994,4363598,"애프터쉐이브",2
"1794793",2056221,4956272,"정관장 홍삼정 240",4
"1795012",581959,10845751,"릴헤븐 런닝",1
"1795366",1852800,1588325,"지오다노 반팔티",3
"1795367",1852800,1588325,"지오다노 티셔츠",6
"1796252",3608112,7727318,"뉴발란스키즈 반팔",2
"1796890",4856089,8583651,"지오다노 반팔",1
"1796891",4856089,8583651,"지오다노",1
"1796892",4856089,7976201,"빨래바구니",1
"1797019",3002817,1496295,"잇슬림",1
"1797020",3002817,2372161,"잇슬림",1
"1797021",3002817,10860797,"비오템 폼클렌징",1
"1797022",3002817,2372161,"전자렌지",1
"1797023",3002817,10860797,"폼클렌저",1
"1797024",3002817,7351020,"골프 장갑",1
"1797432",4919807,3086601,"생수500",2
"1798588",73863,1754021,"3ce",2
"1798589",73863,1754021,"섀도우",1
"1799711",5249276,8162190,"크록스 지비츠",1
"1799712",5249276,8161637,"크록스 지비츠",1
"1800019",624626,2163197,"라코스테 남성 티셔츠",1
"1800277",2922569,10142884,"테이트 반팔",1
"1800278",2922569,10142884,"테이트",1
"1800279",2922569,10142884,"앤듀 반팔티",1
"1800280",2922787,2310742,"남성양말 발목",1
"1800281",2922787,2310742,"양말",1
"1800282",2922787,2310742,"남성양말",1
"1801256",4611669,3603110,"아이오페 시카크림",1
"1801259",4616044,10311089,"아이리스",1
"1801260",4616044,10311089,"생수 무료배송",1
"1801261",4616044,10311089,"생수",5
"1801262",4616044,8332167,"이니스프리 아이브로우",1
"1801263",4616044,10311089,"생수 아이시스",3
"1801264",4616044,10311089,"생수2리터",1
"1801852",5295871,3202478,"마스크팩",3
"1801853",5295871,3162734,"나이키운동화",1
"1801854",5295871,3202478,"나이키운동화",1
"1803756",1495363,2712238,"더바디샵 화이트머스크",2
"1803757",1495363,9258692,"노트북 파우치",3
"1803758",1495363,9067866,"마자켓",1
"1803759",1495363,9258692,"15인치 노트북 파우치",3
"1804169",3689224,6192966,"슈너글아기욕조",1
"1804170",3689224,6192966,"몽디에스",1
"1804171",3689224,6192966,"범퍼쿠션",1
"1804172",3689224,6192966,"수유쿠션",1
"1804222",3696450,6905734,"계란말이 후라이팬",1
"1804259",3696070,1561208,"롱패딩",1
"1805936",1366368,4808199,"여성샌들",1
"1805937",1366368,9671332,"아디다스키즈",1
"1805938",1366368,4247022,"MLB키즈",1
"1805939",1366368,9671332,"아디다스키즈트레이닝바지",1
"1805940",1366368,9671332,"리바이스키즈",1
"1805941",1366368,4247022,"노스페이스키즈",1
"1805942",1366368,4247022,"뉴발란스키즈",1
"1805943",1366368,4247022,"남아청바지",1
"1805944",1366368,6205219,"래쉬가드 여성",2
"1805945",1366368,4247022,"디스커버리 키즈",1
"1805946",1366368,4247022,"리바이스키즈",1
"1805947",1366368,4247022,"노스페이스키즈 티셔츠",1
"1805948",1366368,6205219,"아쿠아슈즈",1
"1805949",1366368,4808199,"버켄스탁",1
"1806121",2040721,3674920,"클라란스 수분크림",2
"1806122",2040721,3674920,"클라란스 맨",3
"1806123",2040721,3674920,"비오템 수분크림",1
"1806124",2040721,3674920,"수분크림",1
"1806479",6062999,630236,"라네즈옴므",1
"1806580",6062037,2221171,"샤넬립스틱",1
"1806581",6062037,7864610,"샤넬립스틱",4
"1806617",5408796,7146974,"스마트픽 분당점",1
"1806961",5412214,10033478,"스텝2",1
"1806962",5412214,8527471,"오리진스 수분크림",1
"1806963",5412214,8000235,"바이오메이드",1
"1806964",5412214,8527471,"입생로랑",1
"1806965",5412214,9549102,"습도계",2
"1806966",5412214,10033478,"스텝2 주방놀이",1
"1806977",60715,6185984,"아동수영복",1
"1806978",60715,6185984,"신생아 내의",2
"1806979",60715,6185984,"유아신발",2
"1806980",60715,5195583,"남자반바지",2
"1806981",60715,6185984,"압소바 신발",1
"1809515",5976887,6208424,"디스커버리 래시가드",1
"1810072",1308557,9976141,"밍크뮤 점퍼",2
"1810073",1308557,9976141,"밍크뮤 모자",4
"1810074",1308557,9976141,"밍크뮤",3
"1811446",1436474,3146071,"dior",1
"1812847",1434079,7040557,"나이키티",1
"1812848",1434079,7040557,"남자흰색반팔티",2
"1812849",1434079,7040557,"힙색",1
"1812850",1434079,7040557,"나이키 힙색",1
"1812851",1434079,7040557,"칼하트 반팔",1
"1812852",1434079,7040557,"나이키기능성긴팔",1
"1813280",1536475,9650136,"슈에무라 립스틱",2
"1813281",1536475,9131950,"블랙야크 반팔",12
"1813282",1536475,2145438,"앵글부츠",1
"1813283",1536475,1384753,"등산복",1
"1813284",1536475,1384753,"네파",2
"1813285",1536475,10313000,"타미 셔츠",2
"1813286",1536475,10313000,"남방",2
"1813287",1536475,8815741,"남성 점퍼",2
"1813288",1536475,2186736,"시리즈 series",1
"1813289",1536475,8588549,"제깅스",9
"1813290",1536475,8588549,"싱글침대",1
"1813291",1536475,1384753,"후드",1
"1813292",1536475,9191330,"남성자켓",1
"1813293",1536475,5495349,"리리코스 마린",1
"1813294",1536475,4694593,"이젠벅신발",1
"1813295",1536475,4447632,"버블염색약",4
"1813296",1536475,8244893,"여성셔츠",2
"1813297",1536475,9220768,"여성 단화",4
"1813298",1536475,9478556,"루즈홀릭",2
"1813299",1536475,8614450,"원피스",8
"1813300",1536475,8815741,"헤지스 점퍼 남성",1
"1813301",1536475,8588549,"슈퍼싱글침대",1
"1813302",1536475,9650136,"아이오페 립스틱",1
"1813303",1536475,9412754,"닥스 양산",1
"1813304",1536475,8588549,"슈퍼싱글침대프레임",1
"1813305",1536475,2186736,"셔츠",1
"1813306",1536475,2281227,"김치",1
"1813307",1536475,9060296,"남성 캐주얼 자켓",9
"1813308",1536475,8381073,"오이지",3
"1813309",1536475,2099905,"반팔티",1
"1813310",1536475,8244893,"체크 남방 여성",2
"1813311",1536475,3077419,"블랙야크",1
"1813312",1536475,10424274,"세라밴드",3
"1813313",1536475,8581913,"남자반바지",3
"1813314",1536475,8581913,"남자 면반바지",5
"1813315",1536475,9478556,"샤넬립스틱",1
"1813316",1536475,8588549,"침대",1
"1813317",1536475,7565596,"원피스",1
"1813318",1536475,4694593,"락포트 로퍼",1
"1813319",1536475,4694593,"르까프 샌들",4
"1813320",1536475,8815741,"염색약",4
"1813321",1536475,9486694,"백김치",5
"1813322",1536475,9220768,"여성 로퍼 3cm",2
"1813323",1536475,9220768,"여성 슬립온",1
"1813324",1536475,8326081,"락포트여성화 플랫",1
"1813325",1536475,9650136,"맥 립스틱",1
"1813326",1536475,9650136,"헤라 립스틱",2
"1813327",1536475,9191330,"등산조끼",2
"1813328",1536475,9635743,"미쏘맨",1
"1813329",1536475,6610683,"에잇세컨즈",12
"1813330",1536475,4072769,"에뛰드 순정",2
"1813331",1536475,9482761,"락앤락",1
"1813332",1536475,3723148,"남성양말",3
"1813333",1536475,9412754,"등산조끼",4
"1813334",1536475,10959846,"프로스펙스워킹화",1
"1813335",1536475,9220768,"로퍼",2
"1813336",1536475,5711117,"김치",1
"1813337",1536475,2145438,"첼시부츠",3
"1813338",1536475,9110047,"미쏘 블라우스",2
"1813339",1536475,5495349,"캐모마일",1
"1813340",1536475,2186736,"캠브리지멤버스",2
"1813341",1536475,9220768,"여성로퍼",3
"1813342",1536475,1513441,"여성팬티",2
"1813343",1536475,3077419,"바람막이 점퍼",1
"1813344",1536475,7015819,"이니스프리 선크림",2
"1813345",1536475,2186736,"시리즈 series 셔츠",2
"1813346",1536475,10577809,"남성 바지",1
"1813347",1536475,4694593,"플랫슈즈",2
"1813348",1536475,4694593,"여성스포츠샌들",3
"1813349",1536475,3790620,"면잠옷",2
"1813350",1536475,10934405,"삶통",1
"1813351",1536475,9517650,"아이오페 맨",1
"1813352",1536475,9217643,"남성자켓",4
"1813353",1536475,7565596,"캐네스레이디 원피스",3
"1813354",1536475,3723148,"무지양말",4
"1813355",1536475,2154325,"지오지아",29
"1813356",1536475,9669568,"태창 팬티",5
"1813357",1536475,9635743,"쥬시쥬디 야상",2
"1813358",1536475,8157415,"편한 바지",5
"1813359",1536475,10032602,"금고",2
"1813360",1536475,2658214,"스포츠샌들",6
"1813361",1536475,3790620,"여름잠옷",1
"1813362",1536475,9412754,"어버이날 선물",1
"1813363",1536475,5803731,"아로마티카 샴푸",1
"1813364",1536475,2658214,"라푸마샌들",1
"1813365",1536475,9417289,"등산조끼",9
"1813366",1536475,9417289,"네파",1
"1813367",1536475,1530352,"소쿠리",1
"1813368",1536475,10934405,"부인용 팬티",2
"1813369",1536475,10934405,"태창 팬티",1
"1813370",1536475,10934405,"삶숙이",2
"1813371",1536475,9191330,"어버이날 선물",5
"1813372",1536475,9070088,"남성자켓",1
"1813373",1536475,9131950,"등산반팔티",1
"1813374",1536475,1103257,"하이웨스트 슬랙스",1
"1813375",1536475,3723148,"양말",1
"1813376",1536475,8381073,"화과자",4
"1813377",1536475,2258112,"앵글부츠",5
"1813378",1536475,9669568,"아디다스 속옷세트",2
"1813379",1536475,9110047,"면블라우스",2
"1813380",1536475,3790620,"무냐무냐잠옷",1
"1813381",1536475,2658214,"티비제이 반바지",8
"1813382",1536475,6325439,"에잇세컨즈",1
"1813383",1536475,2258112,"앵클부츠",1
"1813384",1536475,9417289,"네파반팔",2
"1813385",1536475,2570599,"에뛰드 순정",3
"1813386",1536475,9176844,"등산반팔티",8
"1813387",1536475,8244893,"린넨셔츠",2
"1813388",1536475,4694593,"라푸마 신발",3
"1813389",1536475,9669568,"아디다스 브라",1
"1813390",1536475,9426854,"네파반팔",2
"1813391",1536475,9650136,"입생로랑",2
"1814691",3570497,4579391,"탠디 남성화",1
"1814692",3570497,6490876,"릴헤븐 양말",1
"1814693",3570497,6490876,"로엠걸즈 양말",1
"1814694",3570497,6490876,"오키즈 양말",2
"1821863",86769,3990884,"나이키 티셔츠",10
"1821864",86769,3990884,"나이키 반바지",13
"1821865",86769,3990884,"나이키운동화",5
"1823710",4572914,6748533,"노스페이스반팔티",3
"1823711",4572914,8116494,"지오다노 티셔츠",1
"1823712",4572914,7073703,"미니백",1
"1823713",4572914,8116494,"지오다노 반팔티",8
"1823714",4572914,7073703,"프레쉬 롤러볼",1
"1823715",4572914,8116494,"마몽드 크림",3
"1824090",1210772,694139,"세타필",1
"1824865",2139596,2009508,"바비브라운",1
"1824866",2139596,2009508,"바비브라운 립밤",1
"1825754",5995639,5835966,"나이키 레깅스 여성",1
"1825755",5995639,7292695,"나이키 에어맥스 2017",2
"1825756",5995639,7292695,"나이키 베이퍼 맥스",2
"1825757",5995639,2308041,"생수",2
"1825758",5995639,10282161,"보닌 남성화장품",4
"1825759",5995639,5839803,"뉴발란스 레깅스 여성",5
"1825760",5995639,5842235,"데쌍트 레깅스",1
"1825761",5995639,5842235,"나이키 레깅스 여성",6
"1825762",5995639,5839803,"데쌍트 레깅스",2
"1827460",1466993,7925543,"나이키 허라취",6
"1827461",1466993,7925543,"에어맥스97",1
"1828979",5850466,1745096,"보행기",1
"1828980",5850466,1745096,"클리니크",5
"1829759",5996241,1197449,"청바지",1
"1829760",5996241,1197449,"남성청바지",1
"1830756",3444840,2331843,"볼륨고데기",1
"1832673",1381461,638757,"우엉채칼",1
"1832887",54898,1262834,"셀린느",1
"1833100",4135376,4822579,"낮잠이불",2
"1833101",4135376,8749761,"샌들",8
"1833102",4135376,8749761,"나귀사샌들",5
"1833103",4135376,4822579,"차렵이불",1
"1833104",4135376,4822579,"차렵",1
"1833105",4135376,8749761,"슈콤마보니 샌들",3
"1833106",4135376,6582141,"수제간식",1
"1833107",4135376,4822579,"여름이불",1
"1833442",4785585,1051751,"알로앤루",1
"1833443",4785585,1051751,"커피",1
"1833444",4785585,1051751,"바디로션",1
"1833445",4785585,1051751,"브래지어",1
"1833446",4785585,1578389,"여성양말세트",1
"1833447",4785585,1578389,"크록스 키즈 샌들",1
"1833448",4785585,1051751,"프렌치카페",1
"1833683",4800171,3500874,"브이넥 원피스",1
"1834390",2226340,10642819,"롯데카드vip",1
"1834391",2226340,10642819,"폴로티셔츠",1
"1834392",2226340,10642819,"폴로",1
"1834619",740511,3816155,"탑텐 셔츠",2
"1835010",3404766,1690738,"투페이스드",1
"1835011",3404766,1690738,"세이코시계",1
"1835012",3404766,1690738,"세이코 여성시계",2
"1835013",3404766,1690738,"여성시계",1
"1835110",5122913,10919087,"필립스 에어프라이어",1
"1835111",5122913,10919087,"필립스",2
"1835421",2068090,294334,"수건",1
"1835528",2080625,2093612,"질스튜어트스포츠",1
"1835688",3393711,1755746,"와인잔",1
"1835689",3393711,1755746,"클라란스",1
"1835690",3393711,5476432,"메이크업포에버",1
"1835904",5094713,550851,"반스운동화",3
"1836207",3760381,5842647,"나이키 에어맥스 95",4
"1836208",3760381,5973487,"나이키 에어맥스 95",8
"1836209",3760381,5977876,"나이키 에어맥스 95",12
"1836246",3761051,9588232,"베이블레이드버스트갓 팽이",1
"1836247",3761051,8262829,"침낭",1
"1836248",3761051,9209611,"라면만땅",1
"1836249",3761051,9588232,"샤넬옴므",1
"1836250",3761051,9588232,"장난감",1
"1836251",3761051,9588232,"코오롱스포츠",1
"1836252",3761051,9209611,"에브리타임 홍삼정",1
"1836253",3761051,9588232,"립스틱",1
"1836567",1351513,4428952,"헤지스",2
"1836944",94004,4004651,"남자 실내수영복",6
"1836994",106489,9522253,"베개",2
"1836995",106489,9522253,"원피스",1
"1836996",106489,9522253,"트레이닝 반바지 여성",1
"1836997",106489,9644615,"아디다스 여자 반바지",2
"1836998",106489,9644615,"트레이닝 반바지 여성",1
"1836999",106489,9522253,"아디다스 여자 반바지",1
"1837566",3455127,9944320,"나이키 파크2",2
"1837567",3455127,9944320,"나이키 바지",7
"1837568",3455127,9944320,"나이키 반바지",11
"1837587",3456926,2488984,"여성티셔츠반팔",1
"1838007",1444604,10080755,"츄바스코",1
"1838357",1792393,8381046,"바디로션",1
"1838583",709425,2437865,"피그먼트이불",1
"1838584",709425,4509244,"무냐무냐",1
"1838585",709425,4509244,"방수요",1
"1838586",709425,4509244,"워싱카페트",1
"1838587",709425,4509244,"스와들디자인",1
"1838588",709425,4509244,"카페트",1
"1838589",709425,4509244,"앞치마",1
"1838590",709425,4509244,"면카페트",1
"1838591",709425,4509244,"여아 우주복",1
"1838592",709425,4509244,"유아 원피스",1
"1838593",709425,4509244,"거즈이불",1
"1838594",709425,4509244,"여아 원피스",1
"1838844",4871094,9475935,"아이시스200",1
"1838958",4874151,7233564,"나이키 에어맥스",1
"1839184",4954662,2376303,"구찌",3
"1839185",4954662,2376303,"구찌 가방",2
"1839186",4954662,2376303,"루이까또즈가방",3
"1839187",4954662,2376303,"샤넬가방",1
"1839188",4954662,9526360,"목걸이",3
"1839189",4954662,2376303,"입생로랑가방",3
"1839218",4954702,8631257,"무봉제브라",1
"1839967",5034238,6552874,"usb c타입",1
"1839968",5034238,7150975,"도시바 외장하드",2
"1839969",5034238,9237978,"마인드브릿지 바지",7
"1840267",5109545,10433257,"노스페이스키즈패딩",1
"1841079",105539,6989718,"아디다스아쿠아슈즈",1
"1841080",105539,4031259,"디스커버리",1
"1841081",105539,4031259,"유아구명조끼",3
"1841082",105539,4031259,"남성수영복바지",2
"1841083",105539,10424813,"빌레로이앤보흐",3
"1841084",105539,6989718,"아동 아쿠아슈즈",21
"1841085",105539,3867457,"남성수영복바지",1
"1841086",105539,6989718,"뉴발란스 래쉬가드 키즈",5
"1841617",3401249,754582,"입생로랑",2
"1841661",4098316,2102063,"첼시부츠",1
"1842195",1505753,5627412,"지오지아 정장바지",2
"1842427",1032711,2874600,"더김치",1
"1842806",723128,5087741,"데상트 티셔츠",1
"1842807",723128,215773,"나이키 테크플리스",1
"1842808",723128,5105701,"데상트 티셔츠",2
"1842809",723128,5105701,"데상트",5
"1844016",6035196,4532421,"마인드브릿지남성",4
"1844017",6035196,4218501,"마인드브릿지 바지",1
"1844018",6035196,10902204,"기어엑스",4
"1844019",6035196,4228547,"크리스크리스티",1
"1844020",6035196,3430636,"나이키 반바지",1
"1844021",6035196,3430636,"나이키 반팔",1
"1844022",6035196,5702202,"언더아머 남성 반바지",1
"1844023",6035196,1894279,"기어엑스",2
"1844024",6035196,4218501,"마인드브릿지",2
"1844025",6035196,5702202,"기어엑스",3
"1844026",6035196,3430636,"아디다스가방",1
"1844027",6035196,1894279,"골지나시",1
"1844028",6035196,3430636,"조던바지",1
"1844029",6035196,1894279,"남성나시",1
"1844030",6035196,4766810,"프레디페리 신발",1
"1844031",6035196,1894279,"기어",1
"1844032",6035196,5702202,"언더아머",1
"1844033",6035196,5702202,"언더아머 남성",1
"1844034",6035196,4532421,"크리스크리스티 반바지",3
"1844035",6035196,3430636,"나이키 가방",2
"1844036",6035196,3430636,"아디다스반바지",1
"1844037",6035196,2026078,"줄넘기",1
"1844038",6035196,4532421,"크리스크리스티 남성",1
"1844039",6035196,4532421,"크리스크리스티 반팔",1
