"","CLNT_ID","SESS_ID","SESS_SEQ","SESS_DT","TOT_PAG_VIEW_CT","TOT_SESS_HR_V","DVC_CTG_NM","ZON_NM","CITY_NM"
"1099929",3095549,4527124,45,20180716,19,"74","mobile","Seoul","Seoul"
"1100090",143278,4827262,5,20180711,184,"1,868","mobile","Seoul","Seoul"
"1100147",150513,6626087,136,20180611,56,"849","mobile","Daejeon","Daejeon"
"1100491",811392,4970174,13,20180709,73,"607","mobile","Busan","Busan"
"1100520",970228,7505487,16,20180528,18,"1,710","mobile","Seoul","Seoul"
"1100521",970228,6630128,18,20180611,55,"1,652","mobile","Seoul","Seoul"
"1100610",1979736,2639317,20,20180817,76,"2,931","mobile","Seoul","Seoul"
"1100611",1979736,2617872,23,20180817,29,"128","mobile","Seoul","Seoul"
"1100612",1979736,2595095,25,20180817,46,"338","mobile","Gyeongsangnam-do","Gimhae-si"
"1100633",1974401,6599278,15,20180612,10,"45","mobile","Seoul","Seoul"
"1100634",1974401,9132444,3,20180501,8,"237","mobile","Seoul","Seoul"
"1100990",162478,2544959,4,20180818,11,"123","mobile","Seoul","Seoul"
"1100991",162478,2563267,1,20180818,27,"290","mobile","Gyeonggi-do","Yongin-si"
"1100992",162478,2188000,5,20180825,11,"81","mobile","Seoul","Seoul"
"1100998",163099,9855972,8,20180419,40,"340","mobile","Seoul","Seoul"
"1100999",163099,4398044,17,20180718,69,"1,344","mobile","Seoul","Seoul"
"1101554",6146321,7437989,65,20180529,67,"1,077","mobile","Ulsan","Ulsan"
"1101555",6146321,895489,111,20180915,56,"402","mobile","Ulsan","Ulsan"
"1101836",6284412,798607,46,20180917,160,"762","mobile","Seoul","Seoul"
"1101837",6284412,69097,51,20180929,173,"1,280","mobile","Seoul","Seoul"
"1101838",6284412,324291,49,20180925,358,"2,373","mobile","Seoul","Seoul"
"1101839",6284412,939734,42,20180915,431,"2,158","mobile","Seoul","Seoul"
"1102017",3882258,3671177,5,20180730,1,"","mobile","Gyeongsangnam-do","Haman-gun"
"1102018",3882258,4219178,3,20180721,19,"245","mobile","Gyeongsangnam-do","Haman-gun"
"1102019",3882258,3947459,4,20180725,1,"","mobile","Gyeongsangnam-do","Haman-gun"
"1102181",2702608,9138472,10,20180501,40,"1,828","mobile","Seoul","Seoul"
"1102296",5336970,1449515,14,20180906,128,"2,337","mobile","Seoul","Seoul"
"1102297",5337001,6621177,115,20180611,175,"1,613","mobile","Busan","Busan"
"1102298",5337001,9397595,82,20180427,212,"1,610","mobile","Gyeongsangnam-do","Gimhae-si"
"1102299",5337001,5651729,124,20180627,40,"356","mobile","Seoul","Seoul"
"1102451",4102905,5123801,14,20180706,1,"","mobile","Seoul","Seoul"
"1102452",4102905,5126121,13,20180706,16,"367","mobile","Gyeongsangnam-do","Gimhae-si"
"1102802",2398468,3656388,5,20180730,88,"2,206","mobile","Busan","Busan"
"1102803",2398468,3324231,12,20180805,16,"1,467","mobile","Daegu","Daegu"
"1102804",2398468,3210188,23,20180807,77,"915","mobile","Daegu","Daegu"
"1103259",2771232,1543461,11,20180905,11,"170","mobile","Gyeongsangbuk-do","Pohang-si"
"1103754",285469,893318,181,20180915,71,"862","mobile","Seoul","Seoul"
"1103755",285469,430351,197,20180923,203,"4,465","mobile","Seoul","Seoul"
"1103986",6151633,4141400,41,20180722,46,"255","mobile","Gwangju","Gwangju"
"1103987",6151633,6527948,14,20180613,89,"1,619","mobile","Seoul","Seoul"
"1104102",3558729,8892697,29,20180505,19,"1,381","mobile","Seoul","Seoul"
"1104103",3558729,2396427,39,20180821,48,"339","mobile","Gyeonggi-do","Ansan-si"
"1104336",2112118,3479,29,20180930,37,"218","mobile","Gyeonggi-do","Pocheon-si"
"1104337",2112118,2107306,20,20180826,81,"634","mobile","Gyeonggi-do","Pocheon-si"
"1104676",4624322,8360321,41,20180514,41,"253","mobile","Seoul","Seoul"
"1104677",4624322,4009921,44,20180724,71,"501","mobile","Seoul","Seoul"
"1104715",4634778,5236287,39,20180704,167,"2,091","mobile","Daegu","Daegu"
"1105553",2846015,5596038,11,20180628,57,"342","mobile","Seoul","Seoul"
"1105554",2846015,3128972,20,20180808,46,"206","mobile","Seoul","Seoul"
"1105555",2846015,5604868,10,20180628,255,"3,616","mobile","Seoul","Seoul"
"1105850",6485680,1567149,2,20180904,74,"1,162","mobile","Gwangju","Gwangju"
"1106015",6493176,8325030,408,20180514,213,"1,850","mobile","Seoul","Seoul"
"1106016",6493176,5233799,507,20180704,89,"738","mobile","Seoul","Seoul"
"1106017",6493176,10475026,338,20180409,111,"768","mobile","Seoul","Seoul"
"1106018",6493176,5359978,503,20180702,105,"2,273","mobile","Seoul","Seoul"
"1106019",6493176,7772899,421,20180523,6,"68","mobile","Seoul","Seoul"
"1106020",6493176,7839870,417,20180522,57,"849","mobile","Seoul","Seoul"
"1106021",6493176,3561836,536,20180801,120,"625","mobile","Seoul","Seoul"
"1106022",6493176,9474320,365,20180425,159,"1,486","mobile","Seoul","Seoul"
"1106023",6493176,7785704,420,20180523,63,"904","mobile","Seoul","Seoul"
"1106024",6493176,6932875,457,20180606,31,"205","mobile","Seoul","Seoul"
"1106030",6494833,7857516,10,20180522,42,"858","mobile","Seoul","Seoul"
"1106031",6494833,15561,19,20180930,21,"300","mobile","Seoul","Seoul"
"1106032",6494833,8892086,9,20180505,15,"102","mobile","Seoul","Seoul"
"1106038",6497343,1617596,175,20180903,32,"567","mobile","Seoul","Seoul"
"1106039",6497343,754228,195,20180917,22,"75","mobile","Seoul","Seoul"
"1106040",6497343,1258591,185,20180909,140,"2,376","mobile","Seoul","Seoul"
"1106041",6497343,256097,204,20180926,78,"1,068","mobile","Seoul","Seoul"
"1106042",6497343,637731,199,20180919,11,"87","mobile","Seoul","Seoul"
"1106043",6497343,1568704,176,20180904,23,"426","mobile","Seoul","Seoul"
"1106998",2862784,6240133,10,20180618,15,"422","mobile","Gyeonggi-do","Hwaseong-si"
"1106999",2862784,5152184,12,20180706,56,"384","mobile","Gyeonggi-do","Hwaseong-si"
"1107016",2866855,163166,5,20180928,28,"341","mobile","Seoul","Seoul"
"1107017",2866855,171679,3,20180928,183,"4,702","mobile","Seoul","Seoul"
"1107067",2867531,4949511,40,20180709,166,"2,244","mobile","Seoul","Seoul"
"1107068",2867531,9123369,17,20180501,38,"887","mobile","Seoul","Seoul"
"1107204",3886842,4893302,44,20180710,29,"554","mobile","Seoul","Seoul"
"1107429",526931,6520673,3,20180613,151,"2,616","mobile","Seoul","Seoul"
"1107984",420831,7424391,11,20180529,19,"303","mobile","Seoul","Seoul"
"1107985",420831,3306775,17,20180805,24,"408","mobile","Gyeonggi-do","Suwon-si"
"1108457",1752019,2175066,14,20180825,11,"85","mobile","Seoul","Seoul"
"1108458",1752019,2871120,13,20180813,26,"137","mobile","Seoul","Seoul"
"1108501",1752830,9868767,8,20180419,26,"201","mobile","Busan","Busan"
"1108502",1752830,2081918,10,20180826,24,"115","mobile","Busan","Busan"
"1108739",2315422,8420009,38,20180513,40,"182","mobile","Gyeongsangnam-do","Haman-gun"
"1108740",2315422,4567718,45,20180715,29,"257","mobile","Gyeongsangnam-do","Haman-gun"
"1108824",5300042,3626736,216,20180731,264,"2,508","mobile","Seoul","Seoul"
"1108825",5300042,7709562,134,20180525,41,"435","mobile","Seoul","Seoul"
"1108826",5300042,3453068,225,20180803,51,"333","mobile","Seoul","Seoul"
"1108827",5300042,5112057,164,20180706,94,"933","mobile","Seoul","Seoul"
"1108828",5300042,4966578,172,20180709,83,"559","mobile","Busan","Busan"
"1108973",5371755,4159355,166,20180722,215,"1,918","mobile","Busan","Busan"
"1109103",6155667,580810,5,20180920,157,"3,098","mobile","Seoul","Seoul"
"1109104",6155667,860490,3,20180916,59,"665","mobile","Seoul","Seoul"
"1109234",6228719,1710380,8,20180902,55,"3,353","mobile","Daejeon","Daejeon"
"1110235",4133565,6057468,9,20180621,163,"6,227","mobile","Seoul","Seoul"
"1110329",502449,7267712,141,20180601,31,"1,732","mobile","Gyeonggi-do","Yongin-si"
"1110330",502449,2671902,388,20180816,75,"1,084","mobile","Gyeonggi-do","Yongin-si"
"1110331",502449,8075896,104,20180518,26,"537","mobile","Gyeonggi-do","Yongin-si"
"1110594",376609,10358689,2,20180411,14,"918","mobile","Seoul","Seoul"
"1110659",389585,6921472,47,20180607,56,"1,027","mobile","Seoul","Seoul"
"1110660",389585,6047672,51,20180621,17,"91","mobile","Seoul","Seoul"
"1110661",389585,6470143,50,20180614,45,"198","mobile","Seoul","Seoul"
"1110662",389585,4462615,59,20180717,76,"905","mobile","Seoul","Seoul"
"1110663",389585,143807,82,20180928,19,"310","mobile","Seoul","Seoul"
"1110664",389585,10010751,39,20180416,56,"1,252","mobile","Seoul","Seoul"
"1110665",389585,3132809,75,20180808,44,"297","mobile","Seoul","Seoul"
"1110666",389585,3587846,72,20180731,156,"1,362","mobile","Seoul","Seoul"
"1111512",502449,6951172,164,20180606,25,"1,905","mobile","Gyeonggi-do","Yongin-si"
"1111652",3705866,4941535,18,20180709,46,"350","mobile","Seoul","Seoul"
"1111653",3705866,6699800,10,20180610,31,"517","mobile","Seoul","Seoul"
"1111654",3705866,6702347,8,20180610,40,"2,449","mobile","Seoul","Seoul"
"1111945",1437350,1432022,57,20180907,83,"693","mobile","Seoul","Seoul"
"1111946",1437350,2716499,51,20180815,87,"1,578","mobile","Seoul","Seoul"
"1111947",1437350,8411658,30,20180513,285,"3,990","mobile","Seoul","Seoul"
"1111948",1437350,4407887,42,20180718,24,"1,237","mobile","Seoul","Seoul"
"1111949",1437350,6196612,38,20180618,56,"991","mobile","Seoul","Seoul"
"1111950",1437350,2724912,50,20180815,137,"2,823","mobile","Seoul","Seoul"
"1112506",530757,9999321,10,20180417,43,"682","mobile","Busan","Busan"
"1112507",530757,9166289,12,20180430,28,"319","mobile","Busan","Busan"
"1112513",531256,4942934,10,20180709,23,"520","mobile","Seoul","Seoul"
"1112514",531256,4377437,35,20180718,177,"4,911","mobile","Seoul","Seoul"
"1112515",531256,3150502,59,20180808,119,"3,625","mobile","Seoul","Seoul"
"1112516",531256,4452102,31,20180717,73,"906","mobile","Seoul","Seoul"
"1112932",3774897,7143056,2,20180603,148,"3,280","mobile","Jeollabuk-do","Wanju-gun"
"1112977",3775183,1415191,2,20180907,58,"829","mobile","Busan","Busan"
"1113425",4478484,7724726,122,20180524,174,"1,808","mobile","Busan","Busan"
"1113426",4478484,2713996,218,20180815,90,"1,622","mobile","Busan","Busan"
"1113433",5342344,10339222,11,20180411,23,"280","mobile","Seoul","Seoul"
"1113548",857250,1926024,8,20180829,122,"1,869","mobile","Seoul","Seoul"
"1113549",857250,4633652,3,20180714,51,"974","mobile","Seoul","Seoul"
"1114265",860619,4366953,32,20180718,57,"817","mobile","Gyeonggi-do","Suwon-si"
"1114266",860619,6766363,28,20180609,68,"1,856","mobile","Gyeonggi-do","Suwon-si"
"1115075",966787,4804319,2,20180711,56,"365","mobile","Gwangju","Gwangju"
"1115076",966787,4803975,3,20180711,29,"230","mobile","Gwangju","Gwangju"
"1115077",966787,4745475,4,20180712,43,"439","mobile","Busan","Busan"
"1115101",971619,9912688,29,20180418,15,"873","mobile","Seoul","Seoul"
"1116293",5371498,4828853,14,20180711,30,"89","mobile","Seoul","Seoul"
"1116294",5371498,5021135,11,20180708,44,"403","mobile","Seoul","Seoul"
"1116374",1920690,10238503,10,20180412,21,"142","mobile","Seoul","Seoul"
"1116375",1920690,1094021,17,20180912,64,"1,117","mobile","Gyeonggi-do","Pyeongtaek-si"
"1116633",6419298,4916475,185,20180710,34,"308","mobile","Seoul","Seoul"
"1116634",6419298,2308883,204,20180822,85,"583","mobile","Seoul","Seoul"
"1116874",3307386,7053525,11,20180604,30,"1,087","mobile","Jeollabuk-do","Jeonju-si"
"1116875",3307386,6246128,13,20180618,22,"125","mobile","Jeollabuk-do","Jeonju-si"
"1116876",3307386,9825832,3,20180419,20,"165","mobile","Jeollabuk-do","Jeonju-si"
"1116903",3302200,10884625,10,20180402,40,"304","mobile","Gyeongsangbuk-do","Gyeongju-si"
"1117038",6218103,10023055,8,20180416,1,"","mobile","Gyeonggi-do","Ansan-si"
"1117039",6218103,10033231,7,20180416,18,"226","mobile","Gyeonggi-do","Ansan-si"
"1117264",3716446,4163787,13,20180722,56,"918","mobile","Gyeonggi-do","Gimpo-si"
"1117265",3716446,5226268,3,20180705,102,"616","mobile","Gyeonggi-do","Gimpo-si"
"1117494",106344,10047912,20,20180416,98,"562","mobile","Gyeonggi-do","Pocheon-si"
"1117495",106344,10638382,15,20180406,41,"736","mobile","Seoul","Seoul"
"1118232",4914794,3569338,34,20180801,30,"349","mobile","Gyeonggi-do","Hanam-si"
"1118305",4973189,5815203,279,20180625,72,"609","mobile","Seoul","Seoul"
"1118306",4973189,4634056,290,20180714,192,"2,907","mobile","Seoul","Seoul"
"1118391",3940170,5982056,14,20180622,44,"304","mobile","Seoul","Seoul"
"1118392",3940170,5437432,29,20180701,40,"139","mobile","Seoul","Seoul"
"1118393",3940170,6953651,3,20180606,89,"582","mobile","Seoul","Seoul"
"1118581",5371755,2730140,195,20180815,74,"1,114","mobile","Jeollanam-do","Yeosu-si"
"1118655",2775143,10252580,3,20180412,46,"710","mobile","Seoul","Seoul"
"1118740",2781228,9954168,6,20180417,88,"1,205","mobile","Seoul","Seoul"
"1118806",2787612,9637856,2,20180423,45,"1,200","mobile","Seoul","Seoul"
"1118807",2787612,9628194,4,20180423,65,"1,928","mobile","Seoul","Seoul"
"1118891",6425361,1212747,109,20180910,137,"5,597","mobile","Gyeongsangnam-do","Gimhae-si"
"1118892",6425361,1254791,102,20180910,273,"4,705","mobile","Gyeongsangnam-do","Gimhae-si"
"1119492",438389,8813137,89,20180506,14,"205","mobile","Seoul","Seoul"
"1119493",438389,7617228,97,20180526,123,"6,443","mobile","Seoul","Seoul"
"1119494",438389,9405839,88,20180426,19,"242","mobile","Seoul","Seoul"
"1119495",438389,9778442,82,20180420,31,"370","mobile","Seoul","Seoul"
"1119884",2799013,5236411,6,20180704,19,"371","mobile","Seoul","Seoul"
"1120093",6308281,603371,14,20180920,133,"1,697","mobile","Seoul","Seoul"
"1120094",6308281,524437,20,20180921,116,"3,601","mobile","Busan","Busan"
"1120325",3388388,3087205,43,20180809,145,"3,773","mobile","Gyeongsangnam-do","Tongyeong-si"
"1120326",3388388,5605347,9,20180628,28,"717","mobile","Gyeongsangnam-do","Tongyeong-si"
"1120327",3388388,3219072,31,20180807,251,"5,054","mobile","Gyeongsangnam-do","Tongyeong-si"
"1120328",3388388,3178955,36,20180808,134,"4,412","mobile","Gyeongsangnam-do","Tongyeong-si"
"1120522",2417813,10727789,25,20180404,112,"1,074","mobile","Seoul","Seoul"
"1120728",2284822,10498664,2,20180408,71,"1,965","mobile","Seoul","Seoul"
"1121338",1652525,7829285,4,20180523,100,"1,061","mobile","Busan","Busan"
"1121571",6006999,771837,111,20180917,39,"521","mobile","Seoul","Seoul"
"1121688",6011111,87594,19,20180929,51,"226","mobile","Daejeon","Daejeon"
"1121696",6014109,2034311,9,20180827,35,"307","mobile","Busan","Busan"
"1121697",6014109,2135012,6,20180825,41,"992","mobile","Busan","Busan"
"1121861",444298,8520061,7,20180511,112,"1,497","mobile","Gyeonggi-do","Anseong"
"1121969",371331,2288794,14,20180823,92,"2,264","mobile","Seoul","Seoul"
"1121977",372404,4150877,5,20180722,13,"90","mobile","Gyeonggi-do","Gimpo-si"
"1122907",456993,740597,32,20180918,42,"535","mobile","Seoul","Seoul"
"1123086",2217646,10920931,85,20180401,248,"4,419","mobile","Incheon","Incheon"
"1123087",2217646,10520241,92,20180408,57,"2,327","mobile","Seoul","Seoul"
"1123088",2217646,4136160,121,20180722,31,"266","mobile","Incheon","Incheon"
"1123089",2217646,10853337,88,20180402,80,"2,374","mobile","Seoul","Seoul"
"1123234",6370995,5805587,3,20180625,64,"403","mobile","Seoul","Seoul"
"1123235",6370995,1377557,9,20180907,62,"604","mobile","Gyeonggi-do","Goyang-si"
"1123236",6370995,5810889,1,20180625,84,"916","mobile","Seoul","Seoul"
"1123418",2962212,2129903,115,20180826,275,"2,399","mobile","Gyeongsangbuk-do","Gyeongsan-si"
"1123419",2962212,779266,143,20180917,100,"811","mobile","Gyeongsangbuk-do","Gyeongsan-si"
"1123420",2962212,2083887,119,20180826,91,"544","mobile","Gyeongsangbuk-do","Gyeongsan-si"
"1123563",2873703,3102059,22,20180809,14,"52","mobile","Gwangju","Gwangju"
"1123564",2873703,4077406,14,20180723,51,"228","mobile","Gwangju","Gwangju"
"1123565",2873703,4320879,10,20180719,133,"2,668","mobile","Gwangju","Gwangju"
"1123566",2873703,4390406,7,20180718,146,"2,089","mobile","Gwangju","Gwangju"
"1123790",892912,9978143,1,20180417,48,"558","mobile","Seoul","Seoul"
"1123910",970529,2256909,8,20180823,28,"1,162","mobile","Gyeonggi-do","Hwaseong-si"
"1123911",970529,31455,10,20180930,69,"924","mobile","Seoul","Seoul"
"1124061",6095480,6316461,2,20180616,49,"584","mobile","Busan","Busan"
"1124373",1916726,7028749,23,20180605,22,"1,480","mobile","Seoul","Seoul"
"1124374",1916726,7822388,18,20180523,55,"483","mobile","Seoul","Seoul"
"1124733",27238,8763533,62,20180507,202,"2,780","mobile","Seoul","Seoul"
"1124734",27238,3406097,94,20180804,31,"520","mobile","Seoul","Seoul"
"1124735",27238,5474895,88,20180701,97,"931","mobile","Seoul","Seoul"
"1124736",27238,9539308,60,20180424,85,"3,259","mobile","Seoul","Seoul"
"1124737",27238,4961588,92,20180709,251,"2,696","mobile","Seoul","Seoul"
"1124738",27238,8328592,65,20180514,314,"2,103","mobile","Seoul","Seoul"
"1124739",27238,8064471,73,20180519,168,"1,711","mobile","Seoul","Seoul"
"1125060",1636031,2030441,258,20180827,54,"1,506","mobile","Gyeonggi-do","Gimpo-si"
"1125135",1581306,4071049,4,20180723,34,"1,841","mobile","Seoul","Seoul"
"1125180",1601619,5607179,50,20180628,14,"1,698","mobile","Seoul","Seoul"
"1125328",662888,8257746,5,20180515,34,"1,940","mobile","Busan","Busan"
"1125329",662888,8238349,6,20180516,41,"773","mobile","Seoul","Seoul"
"1125330",662888,7924953,21,20180521,83,"1,363","mobile","Seoul","Seoul"
"1125331",662888,3481823,41,20180802,24,"278","mobile","Seoul","Seoul"
"1125332",662888,8302678,2,20180515,18,"211","mobile","Seoul","Seoul"
"1125571",6340248,145219,3,20180928,209,"3,762","mobile","Daejeon","Daejeon"
"1125788",1425954,5802005,12,20180625,122,"1,672","mobile","Busan","Busan"
"1125789",1425954,5615390,18,20180628,47,"931","mobile","Busan","Busan"
"1125998",3943336,5803377,10,20180625,57,"478","mobile","Seoul","Seoul"
"1125999",3943336,10584530,3,20180407,35,"309","mobile","Seoul","Seoul"
"1126056",3944845,9519214,126,20180424,95,"990","mobile","Seoul","Seoul"
"1126057",3944845,6378456,182,20180615,10,"81","mobile","Seoul","Seoul"
"1126525",1657201,5138043,20,20180706,226,"2,517","mobile","Seoul","Seoul"
"1126526",1657201,4638840,23,20180714,29,"150","mobile","Seoul","Seoul"
"1126925",5025557,6899535,3,20180607,86,"1,377","mobile","Seoul","Seoul"
"1126926",5025557,6871801,5,20180607,34,"369","mobile","Seoul","Seoul"
"1127082",5033359,34853,4,20180930,16,"921","mobile","Seoul","Seoul"
"1127467",1701994,4928350,261,20180709,499,"2,453","mobile","Busan","Busan"
"1127468",1693362,7262084,36,20180601,21,"285","mobile","Seoul","Seoul"
"1127570",4030388,5384362,11,20180702,104,"1,367","mobile","Seoul","Seoul"
"1127571",4030388,5425378,9,20180701,7,"351","mobile","Seoul","Seoul"
"1127892",1974801,1255094,31,20180910,182,"2,541","mobile","Gyeongsangnam-do","Geoje-si"
"1127893",1974914,1908619,33,20180829,60,"1,400","mobile","Seoul","Seoul"
"1127894",1974914,7705212,25,20180525,36,"434","mobile","Seoul","Seoul"
"1128511",2217474,8138805,1,20180517,53,"1,092","mobile","Seoul","Seoul"
"1128704",506627,3272580,3,20180806,22,"652","mobile","Seoul","Seoul"
"1128902",4233900,4938674,5,20180709,140,"1,627","mobile","Busan","Busan"
"1128903",4233900,2214309,51,20180824,56,"488","mobile","Gyeongsangbuk-do","Pohang-si"
"1128904",4233900,2825287,39,20180814,35,"298","mobile","Gyeongsangbuk-do","Pohang-si"
"1128905",4233900,4533260,9,20180716,21,"356","mobile","Busan","Busan"
"1129360",2950321,1670977,13,20180903,16,"104","mobile","Seoul","Seoul"
"1129361",2950321,1721779,10,20180902,41,"325","mobile","Seoul","Seoul"
"1129711",6264966,2585588,1,20180818,71,"1,654","tablet","Gyeonggi-do","Paju-si"
"1129902",3621975,1413215,115,20180907,40,"758","mobile","Gyeonggi-do","Siheung-si"
"1129903",3621975,6207673,96,20180618,16,"135","mobile","Gyeonggi-do","Ansan-si"
"1130187",3100377,2400484,20,20180821,31,"641","mobile","Busan","Busan"
"1130428",5113002,1991428,3,20180828,34,"219","mobile","Seoul","Seoul"
"1130429",5113002,2316250,2,20180822,96,"862","mobile","Seoul","Seoul"
"1130577",5083140,6066554,374,20180621,156,"1,500","mobile","Busan","Busan"
"1130578",5083140,6925093,342,20180606,98,"1,391","mobile","Busan","Busan"
"1130579",5083140,8563796,309,20180510,94,"965","mobile","Busan","Busan"
"1130580",5083140,10779253,273,20180404,161,"2,162","mobile","Busan","Busan"
"1130581",5083140,5585690,398,20180629,46,"546","mobile","Busan","Busan"
"1130644",4555155,3598278,4,20180731,1,"","mobile","Gyeonggi-do","Pyeongtaek-si"
"1130645",4555155,3466181,17,20180803,4,"9","mobile","Gyeonggi-do","Pyeongtaek-si"
"1130646",4555155,3565418,6,20180801,2,"13","mobile","Seoul","Seoul"
"1130647",4555155,3615635,2,20180731,86,"1,874","mobile","Gyeonggi-do","Pyeongtaek-si"
"1130648",4555155,3531550,9,20180801,2,"27","mobile","Gyeonggi-do","Pyeongtaek-si"
"1130649",4555155,3609406,3,20180731,1,"","mobile","Gyeonggi-do","Pyeongtaek-si"
"1130650",4555155,3512702,13,20180802,2,"8","mobile","Seoul","Seoul"
"1130692",4561491,8555102,27,20180511,108,"1,909","mobile","Seoul","Seoul"
"1130693",4561491,10249492,22,20180412,125,"1,409","mobile","Seoul","Seoul"
"1130798",4551209,2655082,16,20180816,54,"1,975","mobile","Busan","Busan"
"1130799",4551209,193892,20,20180927,64,"1,738","mobile","Busan","Busan"
"1131142",515355,7293510,37,20180531,28,"257","mobile","Gyeongsangnam-do","Gimhae-si"
"1131143",515355,6243192,42,20180618,107,"1,622","mobile","Gyeongsangnam-do","Gimhae-si"
"1131245",2445256,6295217,17,20180617,28,"167","mobile","Gyeongsangnam-do","Geoje-si"
"1131728",2946294,8974629,204,20180504,176,"1,203","mobile","Busan","Busan"
"1131729",2946294,10088055,185,20180415,194,"1,519","mobile","Gyeonggi-do","Suwon-si"
"1131730",2946294,4945923,276,20180709,11,"215","mobile","Seoul","Seoul"
"1131731",2946294,7421559,220,20180529,40,"413","mobile","Gyeonggi-do","Ansan-si"
"1131732",2946294,6753676,232,20180609,158,"1,460","mobile","Seoul","Seoul"
"1131815",2963019,2895808,13,20180812,12,"587","desktop","Seoul","Seoul"
"1131816",2963019,2890918,14,20180813,1,"","desktop","Seoul","Seoul"
"1131817",2963019,1259485,19,20180909,26,"401","mobile","Seoul","Seoul"
"1131855",467197,284352,2,20180926,63,"821","mobile","Chungcheongbuk-do","Cheongju-si"
"1131880",471998,8957215,49,20180504,78,"2,790","mobile","Seoul","Seoul"
"1131881",471998,8581356,53,20180510,95,"1,820","mobile","Seoul","Seoul"
"1132352",5822655,6520197,7,20180613,162,"3,546","mobile","Seoul","Seoul"
"1132398",5834099,991400,72,20180914,67,"920","mobile","Seoul","Seoul"
"1132399",5834099,908848,74,20180915,31,"876","mobile","Incheon","Incheon"
"1132407",5840997,235390,80,20180927,21,"1,794","mobile","Jeollabuk-do","Jeonju-si"
"1132666",4583976,1083969,59,20180912,32,"639","mobile","Gyeonggi-do","Suwon-si"
"1132853",3930665,4514648,14,20180716,57,"397","mobile","Seoul","Seoul"
"1132854",3930665,6292276,11,20180617,134,"1,467","mobile","Seoul","Seoul"
"1133214",2374015,5102871,3,20180707,154,"1,947","mobile","Daegu","Daegu"
"1133215",2374015,4048448,49,20180724,311,"5,504","mobile","Daegu","Daegu"
"1133758",2300516,4206643,35,20180721,170,"1,781","mobile","Seoul","Seoul"
"1133759",2300516,3075956,37,20180809,153,"3,765","mobile","Seoul","Seoul"
"1133760",2300516,8660196,15,20180509,200,"4,071","mobile","Seoul","Seoul"
"1133761",2300516,2084221,39,20180826,278,"6,040","mobile","Jeollanam-do","Mokpo-si"
"1133762",2300516,8041711,21,20180519,281,"2,018","mobile","Seoul","Seoul"
"1133763",2300516,5002711,33,20180708,93,"2,088","mobile","Seoul","Seoul"
"1134050",447149,4148782,5,20180722,342,"5,124","mobile","Gwangju","Gwangju"
"1134392",1600459,3300373,89,20180805,44,"206","mobile","Seoul","Seoul"
"1134393",1600459,7534083,56,20180528,64,"434","mobile","Seoul","Seoul"
"1134394",1600459,3703024,84,20180730,222,"1,696","mobile","Seoul","Seoul"
"1134395",1600459,5625999,71,20180628,73,"935","mobile","Seoul","Seoul"
"1134536",416725,7592684,17,20180527,32,"1,158","mobile","Seoul","Seoul"
"1134585",417727,4629725,77,20180714,38,"1,567","mobile","Seoul","Seoul"
"1134586",417727,1937734,98,20180829,47,"565","mobile","Seoul","Seoul"
"1134587",417727,5615738,67,20180628,59,"447","mobile","Seoul","Seoul"
"1134588",417727,7598907,54,20180526,46,"770","mobile","Seoul","Seoul"
"1134589",417727,9475783,30,20180425,54,"2,817","mobile","Seoul","Seoul"
"1134590",417727,5916871,65,20180623,49,"1,159","mobile","Seoul","Seoul"
"1134591",417727,2685351,95,20180816,43,"331","mobile","Seoul","Seoul"
"1134592",417727,7967034,50,20180520,63,"637","mobile","Seoul","Seoul"
"1134593",417727,8841476,35,20180506,101,"1,464","mobile","Seoul","Seoul"
"1134594",417727,10330436,20,20180411,158,"1,293","mobile","Seoul","Seoul"
"1134595",417727,6107441,63,20180620,93,"1,438","mobile","Seoul","Seoul"
"1134596",417727,8898464,31,20180505,107,"2,163","mobile","Seoul","Seoul"
"1134723",1014049,7458017,36,20180529,3,"43","mobile","Jeollanam-do","Mokpo-si"
"1134819",6006999,1660072,89,20180903,94,"354","mobile","Seoul","Seoul"
"1134875",4036075,3046160,23,20180810,69,"752","mobile","Gyeonggi-do","Yongin-si"
"1134876",4036075,488725,31,20180922,48,"355","mobile","Seoul","Seoul"
"1135140",3933962,8143832,129,20180517,36,"536","mobile","Gyeonggi-do","Namyangju-si"
"1135141",3933962,7901367,131,20180521,36,"808","mobile","Gyeonggi-do","Namyangju-si"
"1135612",499418,2481642,10,20180819,85,"2,625","mobile","Seoul","Seoul"
"1135798",5428726,2534439,211,20180819,24,"311","mobile","Jeollabuk-do","Jeonju-si"
"1135799",5428726,4204581,194,20180721,181,"3,545","mobile","Jeollabuk-do","Jeonju-si"
"1135800",5428726,7352454,141,20180530,78,"2,169","mobile","Jeollabuk-do","Jeonju-si"
"1135801",5428726,10327955,124,20180411,73,"465","mobile","Busan","Busan"
"1135802",5428726,3723686,203,20180729,124,"3,194","mobile","Busan","Busan"
"1135881",5431564,6464842,102,20180614,54,"540","mobile","Gyeonggi-do","Gimpo-si"
"1135887",5431781,7050503,98,20180604,67,"694","mobile","Seoul","Seoul"
"1135888",5431781,5777938,127,20180625,11,"446","mobile","Seoul","Seoul"
"1135889",5431781,7049326,100,20180604,58,"1,296","mobile","Seoul","Seoul"
"1135890",5431781,9115066,88,20180501,28,"220","mobile","Incheon","Incheon"
